stationId,stationName,alternateStationName,format,language,countryCode,stationCity,stationCompany,bands,tsId,status,hasRds,ecc,serviceIdentifierRegA,serviceIdentifierRegB,ensembleIdentifier,subChannelIdentifier,scids,callSign,band,frequency,frequencyUnits,erp,erpUnits,haat,haatUnits,latitude,longitude,directionality,contour
53598,ABC News,,['News'],"['en', 'ne']",NP,Kathmandu,,FM,f22001169,,false,,,,,,,,FM,100.600000,MHz,0.500000,kW,,m,27.700000,85.316667,N,"85.3167,27.8539 85.3469,27.8516 85.3761,27.8446 85.4036,27.8333 85.4284,27.8179 85.4498,27.7989 85.4672,27.777 85.48,27.7526 85.4899,27.727 85.5037,27.7 85.5139,27.6692 85.5049,27.6394 85.4672,27.623 85.4498,27.6011 85.4284,27.5821 85.4036,27.5667 85.3761,27.5554 85.3469,27.5484 85.3167,27.5461 85.2865,27.5484 85.2506,27.5393 85.2297,27.5667 85.2049,27.5821 85.1835,27.6011 85.1661,27.623 85.1533,27.6474 85.1455,27.6733 85.1428,27.7 85.1014,27.7336 85.074,27.7782 85.1494,27.7855 85.1835,27.7989 85.2049,27.8179 85.2297,27.8333 85.2572,27.8446 85.2865,27.8516 85.3167,27.8539"
