terrakey,intent,assgn_id,adm,adm_ref_id,addr_code,network,stn_id,ctry,d_adm_ntc,d_inuse,d_rcv,notice_typ,op_agcy,fragment,prov,region,transmitter.frq,lat_deg,lat_ns,lat_min,lat_sec,transmitter.lat,lat_rdn,long_deg,long_ew,long_min,long_sec,transmitter.lon,long_rdn,site,sync_net,gnd_cond,rj81_id,rj81_cls,noise_zn,src_notice,d_updated,src_update,stage,is_notice,is_public,is_resub,target,amend_type,is_pub_req,d_pub_req,fdg_observ,d_recog,freq_min,freq_max,terrakey.1,op_prd_cde,op_prd_no,transmitter.txw,pwr_dbw,bdwdth,emi_cls,tran_sys,adj_ratio,ant_type,antenna.azi,e_max,emrp_kw,emrp_dbw,transmitter.alt,op_hh_fr,op_hh_to,antenna.hbw
26569,RECORDED,75008810,RRW,,,26569,,RRW,,,,1A2,,GE75,,1,1.53,2,S,3,0,-2.05,-0.0357792496658831,29,E,44,0,29.73333333333333,0.5189445642596385,GITARAMA,,10.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5255,1.5345,26569,HJ,1,50000.0,46.9897,9,A3E--,ANALOG,5.0,A,0.0,19.1,,,100.0,300.0,2100.0,120
26569,RECORDED,75008810,RRW,,,26569,,RRW,,,,1A2,,GE75,,1,1.53,2,S,3,0,-2.05,-0.0357792496658831,29,E,44,0,29.73333333333333,0.5189445642596385,GITARAMA,,10.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5255,1.5345,26569,HN,1,50000.0,46.9897,9,A3E--,ANALOG,5.0,A,0.0,19.1,,,100.0,300.0,2100.0,120
26443,RECORDED,75008684,RRW,,,26443,,RRW,,,,1A2,,GE75,,1,1.512,1,S,57,0,-1.95,-0.0340339204138888,30,E,4,0,30.066666666666663,0.5247623284329529,KIGALI,,10.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5075,1.5165,26443,HJ,1,100000.0,50.0,9,A3E--,ANALOG,5.0,A,0.0,22.1,,,100.0,300.0,2100.0,120
26443,RECORDED,75008684,RRW,,,26443,,RRW,,,,1A2,,GE75,,1,1.512,1,S,57,0,-1.95,-0.0340339204138888,30,E,4,0,30.066666666666663,0.5247623284329529,KIGALI,,10.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5075,1.5165,26443,HN,1,100000.0,50.0,9,A3E--,ANALOG,5.0,A,0.0,22.1,,,100.0,300.0,2100.0,120
