terrakey,intent,assgn_id,adm,adm_ref_id,addr_code,network,stn_id,ctry,d_adm_ntc,d_inuse,d_rcv,notice_typ,op_agcy,fragment,prov,region,transmitter.frq,lat_deg,lat_ns,lat_min,lat_sec,transmitter.lat,lat_rdn,long_deg,long_ew,long_min,long_sec,transmitter.lon,long_rdn,site,sync_net,gnd_cond,rj81_id,rj81_cls,noise_zn,src_notice,d_updated,src_update,stage,is_notice,is_public,is_resub,target,amend_type,is_pub_req,d_pub_req,fdg_observ,d_recog,freq_min,freq_max,terrakey.1,op_prd_cde,op_prd_no,transmitter.txw,pwr_dbw,bdwdth,emi_cls,tran_sys,adj_ratio,ant_type,antenna.azi,e_max,emrp_kw,emrp_dbw,transmitter.alt,op_hh_fr,op_hh_to,antenna.hbw
26444,RECORDED,75008685,SEN,,,26444,,SEN,,,,1A2,,GE75,,1,1.512,16,N,0,0,16.0,0.279252680319088,16,W,29,0,-16.483333333333334,-0.2876884383703938,S LOUIS,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.5075,1.5165,26444,HJ,1,20000.0,43.0103,9,A3E--,ANALOG,5.0,A,0.0,15.1,,,100.0,600.0,2400.0,120
26444,RECORDED,75008685,SEN,,,26444,,SEN,,,,1A2,,GE75,,1,1.512,16,N,0,0,16.0,0.279252680319088,16,W,29,0,-16.483333333333334,-0.2876884383703938,S LOUIS,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.5075,1.5165,26444,HN,1,20000.0,43.0103,9,A3E--,ANALOG,5.0,A,0.0,15.1,,,100.0,600.0,2400.0,120
2045,RECORDED,80017293,SEN,,A,2045,,SEN,,1978-11-01 00:00:00,1985-09-19 00:00:00,1A2,31.0,NTFD_RR,RR11.2,1,1.017,12,N,42,0,12.7,0.2216568150032761,15,W,32,0,-15.533333333333331,-0.2711078104764479,SEDHIOU,,1.0,,,B,ITU,,,RECORDED,False,True,False,,RECORDED,False,,,1979-09-25 00:00:00,1.0125,1.0215,2045,HJ,1,19952.62,43.0,9,A3E--,ANALOG,,A,0.0,13.4,,,50.0,600.0,2400.0,120
2045,RECORDED,80017293,SEN,,A,2045,,SEN,,1978-11-01 00:00:00,1985-09-19 00:00:00,1A2,31.0,NTFD_RR,RR11.2,1,1.017,12,N,42,0,12.7,0.2216568150032761,15,W,32,0,-15.533333333333331,-0.2711078104764479,SEDHIOU,,1.0,,,B,ITU,,,RECORDED,False,True,False,,RECORDED,False,,,1979-09-25 00:00:00,1.0125,1.0215,2045,HN,1,19952.62,43.0,9,A3E--,ANALOG,,A,0.0,13.4,,,50.0,600.0,2400.0,120
21812,RECORDED,75004014,SEN,,,21812,,SEN,,,,1A2,,GE75,,1,1.017,12,N,42,0,12.7,0.2216568150032761,15,W,32,0,-15.533333333333331,-0.2711078104764479,SEDHIOU,,1.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.0125,1.0215,21812,HJ,1,20000.0,43.0103,9,A3E--,ANALOG,5.0,A,0.0,13.4,,,50.0,600.0,2400.0,120
21812,RECORDED,75004014,SEN,,,21812,,SEN,,,,1A2,,GE75,,1,1.017,12,N,42,0,12.7,0.2216568150032761,15,W,32,0,-15.533333333333331,-0.2711078104764479,SEDHIOU,,1.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.0125,1.0215,21812,HN,1,20000.0,43.0103,9,A3E--,ANALOG,5.0,A,0.0,13.4,,,50.0,600.0,2400.0,120
4267,RECORDED,80020153,SEN,,A,4267,,SEN,,1978-11-01 00:00:00,1986-01-20 00:00:00,1A2,31.0,NTFD_RR,RR11.2,1,1.503,13,N,47,0,13.783333333333331,0.2405645485665477,13,W,41,0,-13.683333333333334,-0.2388192193145533,TAMBACOUNDA,,3.0,,,B,ITU,,,RECORDED,False,True,False,,RECORDED,False,,,1969-06-23 00:00:00,1.4985,1.5074999999999998,4267,HJ,1,19952.62,43.0,9,A3E--,ANALOG,,A,0.0,15.1,,,100.0,600.0,2400.0,120
4267,RECORDED,80020153,SEN,,A,4267,,SEN,,1978-11-01 00:00:00,1986-01-20 00:00:00,1A2,31.0,NTFD_RR,RR11.2,1,1.503,13,N,47,0,13.783333333333331,0.2405645485665477,13,W,41,0,-13.683333333333334,-0.2388192193145533,TAMBACOUNDA,,3.0,,,B,ITU,,,RECORDED,False,True,False,,RECORDED,False,,,1969-06-23 00:00:00,1.4985,1.5074999999999998,4267,HN,1,19952.62,43.0,9,A3E--,ANALOG,,A,0.0,15.1,,,100.0,600.0,2400.0,120
26390,RECORDED,75008631,SEN,,,26390,,SEN,,,,1A2,,GE75,,1,1.503,13,N,47,0,13.783333333333331,0.2405645485665477,13,W,41,0,-13.683333333333334,-0.2388192193145533,TAMBACOUNDA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.4985,1.5074999999999998,26390,HJ,1,20000.0,43.0103,9,A3E--,ANALOG,5.0,A,0.0,15.1,,,100.0,600.0,2400.0,120
26390,RECORDED,75008631,SEN,,,26390,,SEN,,,,1A2,,GE75,,1,1.503,13,N,47,0,13.783333333333331,0.2405645485665477,13,W,41,0,-13.683333333333334,-0.2388192193145533,TAMBACOUNDA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.4985,1.5074999999999998,26390,HN,1,20000.0,43.0103,9,A3E--,ANALOG,5.0,A,0.0,15.1,,,100.0,600.0,2400.0,120
26007,RECORDED,75008248,SEN,,,26007,,SEN,,,1995-05-30 00:00:00,1A2,,GE75,,1,1.485,14,N,46,0,14.766666666666667,0.257726952877825,16,W,57,0,-16.95,-0.2958333082130338,THIES,,3.0,,,B,ITU,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.4805,1.4895,26007,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,0.0,1.003705,1.26,31.003705,50.0,600.0,700.0,120
2689,RECORDED,80018086,SEN,,A,2689,,SEN,,1978-11-01 00:00:00,1985-10-04 00:00:00,1A2,31.0,NTFD_RR,RR11.2,1,1.161,13,N,9,0,13.15,0.2295107966372504,14,W,6,0,-14.1,-0.2460914245311963,VELINGARA,,3.0,,,B,ITU,,,RECORDED,False,True,False,,RECORDED,False,,,1979-09-25 00:00:00,1.1565,1.1655,2689,HJ,1,10000.0,40.0,9,A3E--,ANALOG,,A,0.0,10.4,,,50.0,600.0,2400.0,120
2689,RECORDED,80018086,SEN,,A,2689,,SEN,,1978-11-01 00:00:00,1985-10-04 00:00:00,1A2,31.0,NTFD_RR,RR11.2,1,1.161,13,N,9,0,13.15,0.2295107966372504,14,W,6,0,-14.1,-0.2460914245311963,VELINGARA,,3.0,,,B,ITU,,,RECORDED,False,True,False,,RECORDED,False,,,1979-09-25 00:00:00,1.1565,1.1655,2689,HN,1,10000.0,40.0,9,A3E--,ANALOG,,A,0.0,10.4,,,50.0,600.0,2400.0,120
22941,RECORDED,75005147,SEN,,,22941,,SEN,,,,1A2,,GE75,,1,1.161,13,N,9,0,13.15,0.2295107966372504,14,W,6,0,-14.1,-0.2460914245311963,VELINGARA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.1565,1.1655,22941,HJ,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,0.0,10.4,,,50.0,600.0,2400.0,120
22941,RECORDED,75005147,SEN,,,22941,,SEN,,,,1A2,,GE75,,1,1.161,13,N,9,0,13.15,0.2295107966372504,14,W,6,0,-14.1,-0.2460914245311963,VELINGARA,,3.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.1565,1.1655,22941,HN,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,0.0,10.4,,,50.0,600.0,2400.0,120
2924,RECORDED,80018399,SEN,,A,2924,,SEN,,1978-11-01 00:00:00,1985-10-14 00:00:00,1A2,31.0,NTFD_RR,RR11.2,1,1.224,12,N,35,0,12.583333333333334,0.2196205975426161,16,W,15,0,-16.25,-0.2836160034490738,ZIGUINCHOR,,1.0,,,B,ITU,,,RECORDED,False,True,False,,RECORDED,False,,,1979-09-25 00:00:00,1.2195,1.2285,2924,HJ,1,19952.62,43.0,9,A3E--,ANALOG,,A,0.0,15.1,,,125.0,600.0,2400.0,120
2924,RECORDED,80018399,SEN,,A,2924,,SEN,,1978-11-01 00:00:00,1985-10-14 00:00:00,1A2,31.0,NTFD_RR,RR11.2,1,1.224,12,N,35,0,12.583333333333334,0.2196205975426161,16,W,15,0,-16.25,-0.2836160034490738,ZIGUINCHOR,,1.0,,,B,ITU,,,RECORDED,False,True,False,,RECORDED,False,,,1979-09-25 00:00:00,1.2195,1.2285,2924,HN,1,19952.62,43.0,9,A3E--,ANALOG,,A,0.0,15.1,,,125.0,600.0,2400.0,120
23412,RECORDED,75005624,SEN,,,23412,,SEN,,,,1A2,,GE75,,1,1.224,12,N,35,0,12.583333333333334,0.2196205975426161,16,W,15,0,-16.25,-0.2836160034490738,ZIGUINCHOR,,1.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2195,1.2285,23412,HJ,1,20000.0,43.0103,9,A3E--,ANALOG,5.0,A,0.0,15.1,,,125.0,600.0,2400.0,120
23412,RECORDED,75005624,SEN,,,23412,,SEN,,,,1A2,,GE75,,1,1.224,12,N,35,0,12.583333333333334,0.2196205975426161,16,W,15,0,-16.25,-0.2836160034490738,ZIGUINCHOR,,1.0,,,B,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2195,1.2285,23412,HN,1,20000.0,43.0103,9,A3E--,ANALOG,5.0,A,0.0,15.1,,,125.0,600.0,2400.0,120
