terrakey,intent,assgn_id,adm,adm_ref_id,addr_code,network,stn_id,ctry,d_adm_ntc,d_inuse,d_rcv,notice_typ,op_agcy,fragment,prov,region,transmitter.frq,lat_deg,lat_ns,lat_min,lat_sec,transmitter.lat,lat_rdn,long_deg,long_ew,long_min,long_sec,transmitter.lon,long_rdn,site,sync_net,gnd_cond,rj81_id,rj81_cls,noise_zn,src_notice,d_updated,src_update,stage,is_notice,is_public,is_resub,target,amend_type,is_pub_req,d_pub_req,fdg_observ,d_recog,freq_min,freq_max,terrakey.1,op_prd_cde,op_prd_no,transmitter.txw,pwr_dbw,bdwdth,emi_cls,tran_sys,adj_ratio,ant_type,antenna.azi,e_max,emrp_kw,emrp_dbw,transmitter.alt,op_hh_fr,op_hh_to
23443,RECORDED,75005655,ETH,,,23443,,ETH,,,,1A2,,GE75,,1,1.233,9,N,11,0,9.183333333333334,0.1602794029748099,35,E,49,0,35.81666666666667,0.6251187604226252,GHIMBI,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2285,1.2375,23443,HJ,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,61.0,400.0,2100.0
23443,RECORDED,75005655,ETH,,,23443,,ETH,,,,1A2,,GE75,,1,1.233,9,N,11,0,9.183333333333334,0.1602794029748099,35,E,49,0,35.81666666666667,0.6251187604226252,GHIMBI,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2285,1.2375,23443,HN,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,61.0,400.0,2100.0
27060,RECORDED,75009310,ETH,,,27060,,ETH,,,,1A2,,GE75,,1,1.584,9,N,11,0,9.183333333333334,0.1602794029748099,35,E,49,0,35.81666666666667,0.6251187604226252,GHIMBI,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5795,1.5885,27060,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,48.0,0.0,2400.0
27060,RECORDED,75009310,ETH,,,27060,,ETH,,,,1A2,,GE75,,1,1.584,9,N,11,0,9.183333333333334,0.1602794029748099,35,E,49,0,35.81666666666667,0.6251187604226252,GHIMBI,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5795,1.5885,27060,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,48.0,0.0,2400.0
22281,RECORDED,75004484,ETH,,,22281,,ETH,,,,1A2,,GE75,,1,1.071,7,N,40,0,7.666666666666667,0.1338085759862296,36,E,50,0,36.833333333333336,0.6428629411512339,GIMMA,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.0665,1.0755,22281,HJ,1,30000.0,44.771213,9,A3E--,ANALOG,5.0,A,,16.9,,,140.0,400.0,2300.0
22281,RECORDED,75004484,ETH,,,22281,,ETH,,,,1A2,,GE75,,1,1.071,7,N,40,0,7.666666666666667,0.1338085759862296,36,E,50,0,36.833333333333336,0.6428629411512339,GIMMA,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.0665,1.0755,22281,HN,1,30000.0,44.771213,9,A3E--,ANALOG,5.0,A,,16.9,,,140.0,400.0,2300.0
22782,RECORDED,75004987,ETH,,,22782,,ETH,,,,1A2,,GE75,,1,1.143,8,N,9,0,8.15,0.1422443340375354,35,E,32,0,35.53333333333333,0.6201736608753079,GORE,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.1385,1.1475,22782,HJ,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,64.0,400.0,2100.0
22782,RECORDED,75004987,ETH,,,22782,,ETH,,,,1A2,,GE75,,1,1.143,8,N,9,0,8.15,0.1422443340375354,35,E,32,0,35.53333333333333,0.6201736608753079,GORE,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.1385,1.1475,22782,HN,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,64.0,400.0,2100.0
23635,RECORDED,75005848,ETH,,,23635,,ETH,,,,1A2,,GE75,,1,1.26,9,N,18,0,9.3,0.1623156204354699,42,E,8,0,42.13333333333333,0.7353653915069317,HARRAR,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2555,1.2645,23635,HJ,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,60.0,400.0,2100.0
23635,RECORDED,75005848,ETH,,,23635,,ETH,,,,1A2,,GE75,,1,1.26,9,N,18,0,9.3,0.1623156204354699,42,E,8,0,42.13333333333333,0.7353653915069317,HARRAR,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2555,1.2645,23635,HN,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,60.0,400.0,2100.0
23800,RECORDED,75006013,ETH,,,23800,,ETH,,,,1A2,,GE75,,1,1.287,9,N,18,0,9.3,0.1623156204354699,42,E,8,0,42.13333333333333,0.7353653915069317,HARRAR,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2825,1.2915,23800,HJ,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,58.0,400.0,2100.0
23800,RECORDED,75006013,ETH,,,23800,,ETH,,,,1A2,,GE75,,1,1.287,9,N,18,0,9.3,0.1623156204354699,42,E,8,0,42.13333333333333,0.7353653915069317,HARRAR,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1975-11-22 00:00:00,1.2825,1.2915,23800,HN,1,10000.0,40.0,9,A3E--,ANALOG,5.0,A,,10.4,,,58.0,400.0,2100.0
27898,RECORDED,75010149,ETH,,,27898,,ETH,,,,1A2,,GE75,,1,1.602,9,N,18,0,9.3,0.1623156204354699,42,E,8,0,42.13333333333333,0.7353653915069317,HARRAR,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5975,1.6065,27898,HJ,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,46.0,0.0,2400.0
27898,RECORDED,75010149,ETH,,,27898,,ETH,,,,1A2,,GE75,,1,1.602,9,N,18,0,9.3,0.1623156204354699,42,E,8,0,42.13333333333333,0.7353653915069317,HARRAR,,10.0,,,A,NOTIFIER,,,RECORDED,False,True,False,,RECORDED,False,,,1986-01-17 00:00:00,1.5975,1.6065,27898,HN,1,1000.0,30.0,9,A3E--,ANALOG,5.0,A,,0.0,1.0,30.0,46.0,0.0,2400.0
