site,network,transmitter.lat,transmitter.lon,transmitter.alt,transmitter.txw,transmitter.frq,antenna.azi,antenna.hbw
DAKAR,2891074,14.75,-17.2833333333333,,36000.0,4.295,,
DAKAR,2891110,14.75,-17.2833333333333,,34800.0,4.8053,111.0,
DAKAR,2891110,14.75,-17.2833333333333,,34800.0,4.8053,91.0,
DAKAR,2891111,14.75,-17.2833333333333,,33000.0,4.8053,102.0,18.75
DAKAR,2891112,14.75,-17.2833333333333,,34800.0,4.8053,111.0,
DAKAR,2891112,14.75,-17.2833333333333,,34800.0,4.8053,91.0,
DAKAR,2891113,14.75,-17.2833333333333,,33000.0,4.8053,102.0,18.75
DAKAR,2891178,14.75,-17.2833333333333,,14800.0,5.227,,
DAKAR,2891217,14.75,-17.2833333333333,,30000.0,5.38,,
DAKAR,2891218,14.75,-17.2833333333333,,30000.0,5.38,,
DAKAR,2891221,14.75,-17.2833333333333,,24000.0,5.405,,
DAKAR,2891228,14.75,-17.2833333333333,,37000.0,5.5664,,
DAKAR,2891236,14.75,-17.2833333333333,,33000.0,5.769,,
DAKAR,2891249,14.75,-17.2833333333333,,27000.0,5.88,,
DAKAR,2891259,14.75,-17.2833333333333,,33000.0,5.91,102.0,
DAKAR,2891260,14.75,-17.2833333333333,,30000.0,5.91,,
DAKAR,2891261,14.75,-17.2833333333333,,33000.0,5.91,102.0,
DAKAR,2891267,14.75,-17.2833333333333,,33000.0,5.933,,
DAKAR,2891277,14.75,-17.2833333333333,,37000.0,6.5364,,
DAKAR,2891291,14.75,-17.2833333333333,,27000.0,6.795,,
DAKAR,2891292,14.75,-17.2833333333333,,27000.0,6.795,,
DAKAR,2891306,14.75,-17.2833333333333,,33000.0,6.95,,
DAKAR,2891307,14.75,-17.2833333333333,,33000.0,6.95,,
DAKAR,2891339,14.75,-17.2833333333333,,20000.0,7.3455,,
DAKAR,2891342,14.75,-17.2833333333333,,27000.0,7.432,,
DAKAR,2891342,14.75,-17.2833333333333,,30000.0,7.432,,
DAKAR,2891343,14.75,-17.2833333333333,,33000.0,7.432,,
DAKAR,2891343,14.75,-17.2833333333333,,38500.0,7.432,,
DAKAR,2891366,14.75,-17.2833333333333,,33000.0,7.557,,
DAKAR,2891408,14.75,-17.2833333333333,,30000.0,7.9074,,
DAKAR,2891409,14.75,-17.2833333333333,,30000.0,7.9074,,
DAKAR,2891446,14.75,-17.2833333333333,,33000.0,8.01,102.0,16.5
DAKAR,2891446,14.75,-17.2833333333333,,33000.0,8.01,,
DAKAR,2891462,14.75,-17.2833333333333,,36000.0,8.69,,
DAKAR,2891463,14.75,-17.2833333333333,,36000.0,8.69,,
DAKAR,2891464,14.75,-17.2833333333333,,36000.0,8.69,,
DAKAR,2891466,14.75,-17.2833333333333,,37000.0,8.8624,,
DAKAR,2891517,14.75,-17.2833333333333,,30800.0,9.26,,
DAKAR,2891520,14.75,-17.2833333333333,,24000.0,9.295,,
DAKAR,2891520,14.75,-17.2833333333333,,33000.0,9.295,,
DAKAR,2891526,14.75,-17.2833333333333,,27000.0,9.78,,
DAKAR,2891527,14.75,-17.2833333333333,,27000.0,9.78,,
DAKAR,2891065,14.6833333333333,-17.3,,37800.0,4.0475,145.0,45.0
DAKAR,2891065,14.6833333333333,-17.3,,37800.0,4.0475,147.0,45.0
DAKAR,2891066,14.6833333333333,-17.3,,37800.0,4.0475,145.0,45.0
DAKAR,2891066,14.6833333333333,-17.3,,37800.0,4.0475,147.0,45.0
DAKAR,2891367,14.7333333333333,-17.3,,43000.0,7.56,21.0,30.0
DAKAR,2891368,14.7333333333333,-17.3,,43000.0,7.56,21.0,30.0
DAKAR,2891369,14.7333333333333,-17.3,,37800.0,7.56,147.0,30.0
DAKAR,2891370,14.7333333333333,-17.3,,37800.0,7.56,145.0,30.0
DAKAR,2891371,14.7333333333333,-17.3,,43000.0,7.56,21.0,30.0
DAKAR,2891372,14.7333333333333,-17.3,,43000.0,7.56,21.0,30.0
DAKAR,2891373,14.7333333333333,-17.3,,43000.0,7.56,21.0,30.0
DAKAR,2891374,14.7333333333333,-17.3,,37800.0,7.56,147.0,30.0
DAKAR,2891375,14.7333333333333,-17.3,,37800.0,7.56,145.0,30.0
DAKAR,2891376,14.7333333333333,-17.3,,43000.0,7.56,21.0,30.0
DAKAR,2890241,14.7166666666666,-17.3333333333333,,40000.0,10.176,,
DAKAR,2890259,14.7166666666666,-17.3333333333333,,27000.0,10.492,,
DAKAR,2890260,14.7166666666666,-17.3333333333333,,33000.0,10.492,270.0,
DAKAR,2890281,14.7166666666666,-17.3333333333333,,34000.0,11.111,,
DAKAR,2890297,14.7166666666666,-17.3333333333333,,30000.0,11.2185,,
DAKAR,2890298,14.7166666666666,-17.3333333333333,,30000.0,11.2185,,
DAKAR,2890299,14.7166666666666,-17.3333333333333,,30000.0,11.2185,,
DAKAR,2890300,14.7166666666666,-17.3333333333333,,27000.0,11.2375,,
DAKAR,2890301,14.7166666666666,-17.3333333333333,,27000.0,11.2375,,
DAKAR,2890302,14.7166666666666,-17.3333333333333,,27000.0,11.2375,,
DAKAR,2890320,14.7166666666666,-17.3333333333333,,40000.0,11.63,,
DAKAR,2890323,14.7166666666666,-17.3333333333333,,33000.0,11.685,36.0,
DAKAR,2890323,14.7166666666666,-17.3333333333333,,40000.0,11.685,,
DAKAR,2890340,14.7166666666666,-17.3333333333333,,43000.0,12.09,26.0,
DAKAR,2890347,14.7166666666666,-17.3333333333333,,30000.0,12.6645,,
DAKAR,2890348,14.7166666666666,-17.3333333333333,,40000.0,12.894,,
DAKAR,2890355,14.7166666666666,-17.3333333333333,,30000.0,13.2155,,
DAKAR,2890357,14.7166666666666,-17.3333333333333,,30000.0,13.2155,,
DAKAR,2890358,14.7166666666666,-17.3333333333333,,30000.0,13.2155,,
DAKAR,2890359,14.7166666666666,-17.3333333333333,,30000.0,13.2155,,
DAKAR,2890361,14.7166666666666,-17.3333333333333,,30000.0,13.2155,,
DAKAR,2890388,14.7166666666666,-17.3333333333333,,33000.0,13.41,93.0,
DAKAR,2890389,14.7166666666666,-17.3333333333333,,30800.0,13.41,,
DAKAR,2890401,14.7166666666666,-17.3333333333333,,34000.0,13.636,,
DAKAR,2890437,14.7166666666666,-17.3333333333333,,30000.0,14.8,,
DAKAR,2890444,14.7166666666666,-17.3333333333333,,34000.0,14.925,,
DAKAR,2890555,14.7166666666666,-17.3333333333333,,40000.0,15.55,,
DAKAR,2890557,14.7166666666666,-17.3333333333333,,33000.0,15.705,,
DAKAR,2890569,14.7166666666666,-17.3333333333333,,37000.0,15.85,18.0,
DAKAR,2890570,14.7166666666666,-17.3333333333333,,37000.0,15.85,18.0,
DAKAR,2890631,14.7166666666666,-17.3333333333333,,37000.0,16.9515,,
DAKAR,2890688,14.7166666666666,-17.3333333333333,,40000.0,17.2253,,
DAKAR,2890689,14.7166666666666,-17.3333333333333,,40000.0,17.2253,,
DAKAR,2890702,14.7166666666666,-17.3333333333333,,34000.0,17.655,,
DAKAR,2890703,14.7166666666666,-17.3333333333333,,30000.0,17.665,,
DAKAR,2890731,14.7166666666666,-17.3333333333333,,40000.0,18.365,,
DAKAR,2890732,14.7166666666666,-17.3333333333333,,40000.0,18.365,,
DAKAR,2890733,14.7166666666666,-17.3333333333333,,40000.0,18.552,15.0,
DAKAR,2890734,14.7166666666666,-17.3333333333333,,33000.0,18.552,15.0,
DAKAR,2890734,14.7166666666666,-17.3333333333333,,33000.0,18.552,26.0,
DAKAR,2890737,14.7166666666666,-17.3333333333333,,40000.0,18.985,,
DAKAR,2890744,14.7166666666666,-17.3333333333333,,40000.0,19.047,18.0,
DAKAR,2890748,14.7166666666666,-17.3333333333333,,40000.0,19.1,,
DAKAR,2890749,14.7166666666666,-17.3333333333333,,40000.0,19.1,,
DAKAR,2890750,14.7166666666666,-17.3333333333333,,40000.0,19.144,,
DAKAR,2890751,14.7166666666666,-17.3333333333333,,40000.0,19.144,,
DAKAR,2890752,14.7166666666666,-17.3333333333333,,34000.0,19.203,,
DAKAR,2890757,14.7166666666666,-17.3333333333333,,40000.0,19.697,,
DAKAR,2890758,14.7166666666666,-17.3333333333333,,33000.0,19.697,270.0,
DAKAR,2890868,14.7166666666666,-17.3333333333333,,30000.0,22.6165,,
DAKAR,2890869,14.7166666666666,-17.3333333333333,,40000.0,22.664,,
DAKAR,2890870,14.7166666666666,-17.3333333333333,,40000.0,22.664,,
DAKAR,2890871,14.7166666666666,-17.3333333333333,,40000.0,22.725,,
DAKAR,2890882,14.7166666666666,-17.3333333333333,,33000.0,23.165,,
DAKAR,2890889,14.7166666666666,-17.3333333333333,,40000.0,23.52,,
DAKAR,2890890,14.7166666666666,-17.3333333333333,,33000.0,23.59,,
DAKAR,2890895,14.7166666666666,-17.3333333333333,,40000.0,23.84,,
DAKAR,2890897,14.7166666666666,-17.3333333333333,,40000.0,23.92,,
DAKAR,2890926,14.7166666666666,-17.3333333333333,,40000.0,24.85,,
DAKAR,2890927,14.7166666666666,-17.3333333333333,,40000.0,24.85,,
DAKAR,2890935,14.7166666666666,-17.3333333333333,,40000.0,25.27,,
DAKAR,2890936,14.7166666666666,-17.3333333333333,,40000.0,25.27,,
DAKAR,2890937,14.7166666666666,-17.3333333333333,,40000.0,25.32,,
DAKAR,2890938,14.7166666666666,-17.3333333333333,,33000.0,25.32,112.0,
DAKAR,2890938,14.7166666666666,-17.3333333333333,,40000.0,25.32,,
DAKAR,2890944,14.7166666666666,-17.3333333333333,,40000.0,26.24,,
DAKAR,2890945,14.7166666666666,-17.3333333333333,,40000.0,26.24,,
DAKAR,2890969,14.7166666666666,-17.3333333333333,,40000.0,26.68,,
DAKAR,2890994,14.7166666666666,-17.3333333333333,,40000.0,26.94,,
DAKAR,2891001,14.7166666666666,-17.3333333333333,,40000.0,27.06,,
DAKAR,2891003,14.7166666666666,-17.3333333333333,,30000.0,3.032,,
DAKAR,2891004,14.7166666666666,-17.3333333333333,,30000.0,3.032,,
DAKAR,2891005,14.7166666666666,-17.3333333333333,,30000.0,3.039,,
DAKAR,2891006,14.7166666666666,-17.3333333333333,,30000.0,3.039,,
DAKAR,2891073,14.7166666666666,-17.3333333333333,,33000.0,4.232,,
DAKAR,2891079,14.7166666666666,-17.3333333333333,,40000.0,4.304,,
DAKAR,2891080,14.7166666666666,-17.3333333333333,,40000.0,4.305,,
DAKAR,2891083,14.7166666666666,-17.3333333333333,,27000.0,4.455,,
DAKAR,2891086,14.7166666666666,-17.3333333333333,,20000.0,4.575,,
DAKAR,2891087,14.7166666666666,-17.3333333333333,,40000.0,4.58,,
DAKAR,2891088,14.7166666666666,-17.3333333333333,,23000.0,4.59,,
DAKAR,2891109,14.7166666666666,-17.3333333333333,,23000.0,4.795,,
DAKAR,2891116,14.7166666666666,-17.3333333333333,,23000.0,4.852,,
