site,network,transmitter.lat,transmitter.lon,transmitter.alt,transmitter.txw,transmitter.frq,antenna.azi,antenna.hbw
NOUAKCHOTT,2773351,18.1333333333333,-16.2333333333333,,14800.0,7.9595,,
NOUAKCHOTT,2773358,18.1333333333333,-16.2333333333333,,14800.0,7.9715,,
NOUAKCHOTT,2772824,18.15,-16.2333333333333,,33000.0,3.3465,63.0,
NOUAKCHOTT,2773291,18.15,-16.2333333333333,,33000.0,7.649,63.0,
NOUAKCHOTT,2773363,18.15,-16.2333333333333,,14800.0,7.9745,,
NOUAKCHOTT QQ,2772600,18.1333333333333,-15.9333333333333,,20000.0,10.2175,,
NOUAKCHOTT QQ,2772739,18.0833333333333,-15.95,,30000.0,2.672,,
NOUAKCHOTT QQ,2773221,18.0833333333333,-15.95,,26000.0,6.975,,
NOUAKCHOTT QQ,2773480,18.0833333333333,-15.95,,30000.0,9.45,,
NOUAKCHOTT QQ,2773490,18.1,-15.9666666666666,,30000.0,9.843,203.0,
NOUAKCHOTT QQ,2772655,18.1333333333333,-15.9666666666666,,17000.0,124.3,,
NOUAKCHOTT QQ,2772847,18.1333333333333,-15.9666666666666,,24800.0,3.662,,
NOUAKCHOTT QQ,2772948,18.1333333333333,-15.9666666666666,,30000.0,4.915,352.0,
NOUAKCHOTT QQ,2773031,18.1333333333333,-15.9666666666666,,30000.0,5.135,352.0,
NOUAKCHOTT QQ,2773142,18.1333333333333,-15.9666666666666,,30000.0,5.783,203.0,
NOUAKCHOTT QQ,2773191,18.1333333333333,-15.9666666666666,,24800.0,6.7895,,
NOUAKCHOTT QQ,2773302,18.1333333333333,-15.9666666666666,,24800.0,7.8215,,
NOUAKCHOTT QQ,2773452,18.1333333333333,-15.9666666666666,,24800.0,9.1735,,
NOUKK NEMA,2773204,16.6166666666666,-7.25,,20000.0,6.8425,,
OUALATA,2772829,17.2833333333333,-7.01666666666666,,10000.0,3.39,,
OUALATA,2772978,17.2833333333333,-7.01666666666666,,10000.0,5.07,,
OUALATA,2773016,17.2833333333333,-7.01666666666666,,10000.0,5.077,,
OUALATA,2773223,17.2833333333333,-7.01666666666666,,14800.0,6.9825,,
OUALATA,2773353,17.2833333333333,-7.01666666666666,,4800.0,7.9715,,
OUJEFT,2772996,20.0166666666666,-13.05,,10000.0,5.07,,
OUJEFT,2773329,20.0166666666666,-13.05,,4800.0,7.9385,,
OULD YENGE,2772812,15.55,-11.7166666666666,,10000.0,3.261,,
OULD YENGE,2773161,15.55,-11.7166666666666,,10000.0,5.876,,
OULD YENGE,2773323,15.55,-11.7166666666666,,4800.0,7.9315,,
RKIZ,2773347,16.9166666666666,-15.15,,4800.0,7.9595,,
ROSSO,2772728,16.5,-15.8166666666666,,13000.0,2.555,,
ROSSO,2772759,16.5,-15.8166666666666,,36000.0,3.0394,,
ROSSO,2772769,16.5,-15.8166666666666,,19000.0,3.165,,
ROSSO,2772791,16.5,-15.8166666666666,,13000.0,3.222,,
ROSSO,2772826,16.5,-15.8166666666666,,13000.0,3.363,,
ROSSO,2772933,16.5,-15.8166666666666,,10000.0,4.806,,
ROSSO,2772973,16.5,-15.8166666666666,,19000.0,5.045,,
ROSSO,2773013,16.5,-15.8166666666666,,14800.0,5.0715,,
ROSSO,2773051,16.5,-15.8166666666666,,10000.0,5.248,,
ROSSO,2773102,16.5,-15.8166666666666,,14800.0,5.415,,
ROSSO,2773110,16.5,-15.8166666666666,,14800.0,5.43,,
ROSSO,2773114,16.5,-15.8166666666666,,14800.0,5.4315,,
ROSSO,2773126,16.5,-15.8166666666666,,36000.0,5.7034,,
ROSSO,2773231,16.5,-15.8166666666666,,44000.0,6780.0,112.0,3.0
ROSSO,2773235,16.5,-15.8166666666666,,14800.0,7.3065,,
ROSSO,2773250,16.5,-15.8166666666666,,13000.0,7.344,,
ROSSO,2773335,16.5,-15.8166666666666,,14800.0,7.94,,
ROSSO,2773349,16.5,-15.8166666666666,,14800.0,7.9595,,
ROSSO,2773365,16.5,-15.8166666666666,,44000.0,7020.0,112.0,3.0
ROSSO,2773470,16.5,-15.8166666666666,,14800.0,9.347,,
ROSSO,2773497,16.5,-15.8166666666666,,14800.0,9.895,,
ROSSO,2773003,16.5,-15.8333333333333,,10000.0,5.07,,
SELIBABY,2773382,15.15,-12.1666666666666,,14800.0,8.0605,,
SELIBABY,2772814,15.15,-12.1833333333333,,10000.0,3.261,,
SELIBABY,2772990,15.15,-12.1833333333333,,10000.0,5.07,,
SELIBABY,2773163,15.15,-12.1833333333333,,10000.0,5.876,,
SELIBABY,2773325,15.15,-12.1833333333333,,4800.0,7.9315,,
SELIBABY,2772804,15.1666666666666,-12.3333333333333,,10000.0,3.231,,
SELIBABY,2772775,15.15,-12.35,,19000.0,3.187,,
TAMCHAKETT,2772793,17.2333333333333,-10.6666666666666,,10000.0,3.225,,
TAMCHAKETT,2772795,17.2333333333333,-10.6666666666666,,20000.0,3.225,,
TAMCHAKETT,2772986,17.2333333333333,-10.6666666666666,,10000.0,5.07,,
TAMCHAKETT,2772798,17.2666666666666,-10.7,,20000.0,3.231,,
TAMCHAKETT,2772802,17.2666666666666,-10.7,,10000.0,3.231,,
TAMCHAKETT,2772843,17.2666666666666,-10.7,,20000.0,3.63,,
TAMCHAKETT,2773021,17.2666666666666,-10.7,,20000.0,5.101,,
TAMCHAKETT,2773024,17.2666666666666,-10.7,,10000.0,5.101,,
TAMCHAKETT,2773362,17.2666666666666,-10.7,,4800.0,7.9745,,
TAZADIT,2773417,22.6666666666666,-12.4166666666666,,13000.0,81.5,245.0,30.0
TAZADIT,2773421,22.6666666666666,-12.4166666666666,,13000.0,81.6,245.0,30.0
TAZADIT,2773425,22.6666666666666,-12.4166666666666,,13000.0,81.7,245.0,30.0
TAZADIT,2772646,22.75,-12.4666666666666,,13000.0,119.7,,
TICHITT,2773338,18.45,-9.53333333333333,,4800.0,7.9565,,
TIDJIKJA,2772852,18.55,-11.4166666666666,,20000.0,3.703,,
TIDJIKJA,2772951,18.55,-11.4166666666666,,20000.0,4.935,,
TIDJIKJA,2772961,18.55,-11.4166666666666,,14800.0,4.985,,
TIDJIKJA,2772962,18.55,-11.4166666666666,,14800.0,4.985,,
TIDJIKJA,2773147,18.55,-11.4166666666666,,19000.0,5.8,,
TIDJIKJA,2773148,18.55,-11.4166666666666,,20000.0,5.8,,
TIDJIKJA,2773477,18.55,-11.4166666666666,,19000.0,9.4,,
TIDJIKJA,2772766,18.55,-11.4333333333333,,19000.0,3.165,,
TIDJIKJA,2772767,18.55,-11.4333333333333,,20000.0,3.165,,
TIDJIKJA,2773098,18.55,-11.4333333333333,,14800.0,5.415,,
TIDJIKJA,2773339,18.55,-11.4333333333333,,4800.0,7.9565,,
TIDJIKJA QQ,2772645,18.5833333333333,-11.45,,3000.0,118.9,,
TIMBEDRA,2772821,16.2333333333333,-8.16666666666666,,10000.0,3.31,,
TIMBEDRA,2772982,16.2333333333333,-8.16666666666666,,10000.0,5.07,,
TIMBEDRA,2773019,16.2333333333333,-8.16666666666666,,10000.0,5.077,,
TIMBEDRA,2773356,16.2333333333333,-8.16666666666666,,4800.0,7.9715,,
TIMBEDRA,2773399,16.2333333333333,-8.16666666666666,,4800.0,8.19,,
TIMBEDRA,2772800,16.2333333333333,-8.2,,10000.0,3.231,,
TIMBEDRA,2772806,16.2333333333333,-8.2,,10000.0,3.231,,
TINTANE,2772796,16.3833333333333,-10.1833333333333,,10000.0,3.225,,
TINTANE,2773023,16.3833333333333,-10.1833333333333,,10000.0,5.101,,
TINTANE,2773361,16.3833333333333,-10.1833333333333,,4800.0,7.9745,,
TIOUL,2772985,15.1333333333333,-10.1166666666666,,10000.0,5.07,,
ZOUERATE,2772849,22.6833333333333,-12.4333333333333,,20000.0,3.67,335.0,37.5
ZOUERATE,2773240,22.6833333333333,-12.4333333333333,,20000.0,7.325,,
ZOUERATE,2772903,22.75,-12.45,,20000.0,4.46,,
ZOUERATE,2773039,22.75,-12.45,,37800.0,5.188,90.0,30.0
ZOUERATE,2773040,22.75,-12.45,,30000.0,5.188,90.0,30.0
ZOUERATE,2773152,22.75,-12.45,,20000.0,5.8225,,
ZOUERATE,2773154,22.75,-12.45,,13000.0,5.83,,
ZOUERATE,2773166,22.75,-12.45,,20000.0,5.905,,
ZOUERATE,2773206,22.75,-12.45,,20000.0,6.8775,,
ZOUERATE,2773263,22.75,-12.45,,20000.0,7.448,,
ZOUERATE,2773264,22.75,-12.45,,20000.0,7.448,,
ZOUERATE,2773269,22.75,-12.45,,13000.0,7.45,,
ZOUERATE,2773298,22.75,-12.45,,30000.0,7.796,90.0,30.0
ZOUERATE,2773299,22.75,-12.45,,20000.0,7.81,,
ZOUERATE,2773393,22.75,-12.45,,20000.0,8.175,,
ZOUERATE,2773451,22.75,-12.45,,30000.0,9.161,90.0,30.0
ZOUERATE,2772711,22.7166666666666,-12.95,,20000.0,2.167,,
ZOUERATE,2772712,22.7166666666666,-12.95,,20000.0,2.167,,
ZOUERATE,2772723,22.7166666666666,-12.95,,20000.0,2.538,,
ZOUERATE,2772725,22.7166666666666,-12.95,,20000.0,2.538,,
ZOUERATE,2772968,22.7166666666666,-12.95,,20000.0,5.008,,
ZOUERATE,2772970,22.7166666666666,-12.95,,20000.0,5.008,,
ELVETH ISERI,4221664,18.0713888888888,-15.9836111111111,15.0,16780.0,23160.0,305.0,2.8
ISERI ATLAS,4221669,18.0783333333333,-15.9730555555555,15.0,14560.0,22152.0,54.0,2.8
KSAR CHATEAU DEAU,4221670,18.1161111111111,-15.9502777777777,15.0,17560.0,23160.0,141.0,2.8
RYAD SITE3,4221687,18.0519444444444,-15.9591666666666,20.0,19080.0,23160.0,345.0,2.8
SITE3 RYADH,4221688,18.0111111111111,-15.9708333333333,20.0,19080.0,22152.0,165.0,2.8
STADE OLYMPIQUE TZ1,4221690,18.1038888888888,-15.9847222222222,25.0,14550.0,23055.0,48.0,2.8
STADE OLYMPIQUE TZ2,4221691,18.1038888888888,-15.9847222222222,25.0,16320.0,23069.0,328.0,2.8
ST TERRIENNE COLLEGE ARAFAT,4221693,18.0538888888888,-15.9697222222222,40.0,19080.0,22152.0,300.0,2.8
TOUJOUNINE BOUHDIDA,4221694,18.0702777777777,-15.9272222222222,21.0,17920.0,22152.0,114.0,2.8
TOUJOUNINE DAR NAIM,4221696,18.0702777777777,-15.9272222222222,21.0,18230.0,23160.0,47.0,2.8
TZ1 STADE OLYMPIQUE,4221698,18.1111111111111,-15.9930555555555,15.0,14550.0,22047.0,228.0,2.8
TZ2 STADE OLYMPIQUE,4221699,18.1169444444444,-15.9761111111111,15.0,16320.0,22061.0,148.0,2.8
FH2CTI CTST,4430482,18.0869444444444,-15.9733333333333,8.0,11380.0,7226.0,132.79,1.5
ZTE GUELBS,4430497,22.7288888888888,-12.4899999999999,10.0,6990.0,2136.5,,
CHINGUITTI,4430448,20.4472222222222,-12.3808333333333,10.0,20000.0,10.46,,
NKC,4430449,18.0838888888888,-15.9783333333333,10.0,20000.0,10.46,,
MSAS NKC,4430455,18.0880555555555,-15.9741666666666,10.0,20000.0,5.76,,
MSAS NKC,4430456,18.0880555555555,-15.9741666666666,10.0,20000.0,5.85,,
MSAS NKC,4430457,18.0880555555555,-15.9741666666666,10.0,20000.0,7.56,,
MSAS NKC,4430458,18.0880555555555,-15.9741666666666,10.0,20000.0,13.37,,
ZTE MHAENDAT,4430496,22.7288888888888,-12.4899999999999,10.0,6990.0,2108.5,,
SIEGE,4430502,18.0838888888888,-15.9783333333333,10.0,10000.0,5.455,,
SIEGE,4430503,18.0838888888888,-15.9783333333333,10.0,10000.0,11.5035,,
PLAT FORM,4329247,18.0838888888888,-15.9783333333333,10.0,10000.0,165.15,,
NDB,4430452,20.8522222222222,-17.0458333333333,10.0,20000.0,7.525,,
NKC,4430453,18.0838888888888,-15.9783333333333,3.0,20000.0,8.025,,
NKC,4430454,18.0838888888888,-15.9783333333333,3.0,20000.0,8.045,,
REPETITEUR VHF2,4329246,18.0838888888888,-15.9783333333333,45.0,13980.0,162.425,,
TVM,4329248,18.1411111111111,-16.0052777777777,52.0,3010.0,410.5,,
PLAT FORM,4329249,18.0838888888888,-15.9783333333333,52.0,3010.0,420.5,,
GTH,4430450,18.0838888888888,-15.9783333333333,10.0,20000.0,9.785,,
FHNAZLATT BOGHE,4329226,16.8261111111111,-14.0394444444444,30.0,20000.0,7310.0,222.31,1.5
FH2CTST CTI,4329229,18.0316666666666,-15.9105555555555,8.0,11380.0,7387.0,312.81,1.5
KEDIA ZTE,4329240,22.7288888888888,-12.4899999999999,10.0,6990.0,2227.5,,
GUELB ZTE,4329241,22.7288888888888,-12.4899999999999,10.0,6990.0,2255.5,,
