site,network,transmitter.lat,transmitter.lon,transmitter.alt,transmitter.txw,transmitter.frq
DOUALA,2343144,4.05,9.75,,33000.0,12.153
DOUALA,2343145,4.05,9.75,,33000.0,12.153
DOUALA,2343166,4.05,9.75,,37800.0,13.385
DOUALA,2343166,4.05,9.75,,37800.0,13.385
DOUALA,2343167,4.05,9.75,,37800.0,13.385
DOUALA,2343167,4.05,9.75,,37800.0,13.385
DOUALA,2343168,4.05,9.75,,37800.0,13.385
DOUALA,2343169,4.05,9.75,,37800.0,13.385
DOUALA,2343169,4.05,9.75,,37800.0,13.385
DOUALA,2343170,4.05,9.75,,37800.0,13.385
DOUALA,2343170,4.05,9.75,,37800.0,13.385
DOUALA,2343170,4.05,9.75,,37800.0,13.385
DOUALA,2343170,4.05,9.75,,37800.0,13.385
DOUALA,2343171,4.05,9.75,,37800.0,13.385
DOUALA,2343171,4.05,9.75,,37800.0,13.385
DOUALA,2343171,4.05,9.75,,37800.0,13.385
DOUALA,2343171,4.05,9.75,,37800.0,13.385
DOUALA,2343172,4.05,9.75,,37800.0,13.385
DOUALA,2343172,4.05,9.75,,37800.0,13.385
DOUALA,2343172,4.05,9.75,,37800.0,13.385
DOUALA,2343173,4.05,9.75,,37800.0,13.385
DOUALA,2343173,4.05,9.75,,37800.0,13.385
DOUALA,2343173,4.05,9.75,,37800.0,13.385
DOUALA,2343173,4.05,9.75,,37800.0,13.385
DOUALA,2343197,4.05,9.75,,37800.0,15.65
DOUALA,2343198,4.05,9.75,,37800.0,15.65
DOUALA,2343199,4.05,9.75,,43000.0,15.755
DOUALA,2343200,4.05,9.75,,43000.0,15.755
DOUALA,2343201,4.05,9.75,,43000.0,15.832
DOUALA,2343202,4.05,9.75,,43000.0,15.832
DOUALA,2343213,4.05,9.75,,43000.0,16.386
DOUALA,2343214,4.05,9.75,,43000.0,16.386
DOUALA,2343230,4.05,9.75,,33000.0,17.386
DOUALA,2343230,4.05,9.75,,33000.0,17.386
DOUALA,2343230,4.05,9.75,,43000.0,17.386
DOUALA,2343230,4.05,9.75,,43000.0,17.386
DOUALA,2343230,4.05,9.75,,43000.0,17.386
DOUALA,2343231,4.05,9.75,,43000.0,17.386
DOUALA,2343231,4.05,9.75,,43000.0,17.386
DOUALA,2343232,4.05,9.75,,33000.0,17.386
DOUALA,2343232,4.05,9.75,,33000.0,17.386
DOUALA,2343232,4.05,9.75,,43000.0,17.386
DOUALA,2343232,4.05,9.75,,43000.0,17.386
DOUALA,2343232,4.05,9.75,,43000.0,17.386
DOUALA,2343255,4.05,9.75,,43000.0,19.89
DOUALA,2343256,4.05,9.75,,43000.0,19.89
DOUALA,2343257,4.05,9.75,,43000.0,19.89
DOUALA,2343283,4.05,9.75,,43000.0,20.087
DOUALA,2343284,4.05,9.75,,43000.0,20.087
DOUALA,2343285,4.05,9.75,,43000.0,20.615
DOUALA,2343286,4.05,9.75,,43000.0,20.615
DOUALA,2343287,4.05,9.75,,43000.0,20.615
DOUALA,2343288,4.05,9.75,,33000.0,20.615
DOUALA,2343289,4.05,9.75,,33000.0,20.615
DOUALA,2343290,4.05,9.75,,43000.0,20.615
DOUALA,2343291,4.05,9.75,,43000.0,20.615
DOUALA,2343292,4.05,9.75,,43000.0,20.615
DOUALA,2343295,4.05,9.75,,43000.0,20.832
DOUALA,2343304,4.05,9.75,,43000.0,23.033
DOUALA,2343305,4.05,9.75,,43000.0,23.033
DOUALA,2343306,4.05,9.75,,33000.0,23.8675
DOUALA,2343307,4.05,9.75,,33000.0,23.8675
DOUALA,2343599,4.05,9.75,,33000.0,5.8275
DOUALA,2343600,4.05,9.75,,33000.0,5.8275
DOUALA,2343614,4.05,9.75,,33000.0,5.893
DOUALA,2343614,4.05,9.75,,33000.0,5.893
DOUALA,2343615,4.05,9.75,,33000.0,5.893
DOUALA,2343615,4.05,9.75,,33000.0,5.893
DOUALA,2343616,4.05,9.75,,33000.0,5.893
DOUALA,2343616,4.05,9.75,,33000.0,5.893
DOUALA,2343617,4.05,9.75,,33000.0,5.893
DOUALA,2343618,4.05,9.75,,33000.0,5.893
DOUALA,2343618,4.05,9.75,,33000.0,5.893
DOUALA,2343679,4.05,9.75,,37800.0,6.945
DOUALA,2343679,4.05,9.75,,37800.0,6.945
DOUALA,2343679,4.05,9.75,,37800.0,6.945
DOUALA,2343680,4.05,9.75,,37800.0,6.945
DOUALA,2343680,4.05,9.75,,37800.0,6.945
DOUALA,2343680,4.05,9.75,,37800.0,6.945
DOUALA,2343681,4.05,9.75,,37800.0,6.945
DOUALA,2343682,4.05,9.75,,37800.0,6.945
DOUALA,2343683,4.05,9.75,,37800.0,6.945
DOUALA,2343684,4.05,9.75,,37800.0,6.945
DOUALA,2343731,4.05,9.75,,33000.0,7.81
DOUALA,2343732,4.05,9.75,,33000.0,7.81
DOUALA,2343733,4.05,9.75,,33000.0,7.81
DOUALA,2343734,4.05,9.75,,33000.0,7.81
DOUALA,2343735,4.05,9.75,,33000.0,7.81
DOUALA,2343743,4.05,9.75,,33000.0,7.846
DOUALA,2343743,4.05,9.75,,33000.0,7.846
DOUALA,2343744,4.05,9.75,,33000.0,7.846
DOUALA,2343744,4.05,9.75,,33000.0,7.846
DOUALA,2343745,4.05,9.75,,33000.0,7.846
DOUALA,2343745,4.05,9.75,,33000.0,7.846
DOUALA,2343828,4.05,9.75,,33000.0,9.0455
DOUALA,2343828,4.05,9.75,,33000.0,9.0455
DOUALA,2343829,4.05,9.75,,33000.0,9.0455
DOUALA,2343829,4.05,9.75,,33000.0,9.0455
DOUALA,2343856,4.05,9.75,,37800.0,9.875
DOUALA,2343856,4.05,9.75,,37800.0,9.875
DOUALA,2343856,4.05,9.75,,37800.0,9.875
DOUALA,2343856,4.05,9.75,,37800.0,9.875
DOUALA,2343857,4.05,9.75,,37800.0,9.875
DOUALA,2343857,4.05,9.75,,37800.0,9.875
DOUALA,2343857,4.05,9.75,,37800.0,9.875
DOUALA,2343857,4.05,9.75,,37800.0,9.875
DOUALA,2343858,4.05,9.75,,37800.0,9.875
DOUALA,2343858,4.05,9.75,,37800.0,9.875
DOUALA,2343859,4.05,9.75,,37800.0,9.875
DOUALA,2343859,4.05,9.75,,37800.0,9.875
DOUALA,2343859,4.05,9.75,,37800.0,9.875
DOUALA,2343859,4.05,9.75,,37800.0,9.875
DOUALA,2343708,4.08333333333333,9.75,,17000.0,7.603
DOUALA,2343541,4.06666666666666,9.83333333333333,,13000.0,5.075
DOUALA,2343545,4.06666666666666,9.83333333333333,,13000.0,5.123
DOUALA,2343549,4.06666666666666,9.83333333333333,,13000.0,5.15
DOUALA,2343597,4.06666666666666,9.83333333333333,,13000.0,5.78
DOUALA,2343668,4.06666666666666,9.83333333333333,,13000.0,6.817
DOUALA QQ,2343139,4.05,9.66666666666666,,30000.0,12.0725
DOUALA QQ,2343267,4.05,9.66666666666666,,30000.0,2.482
DOUALA QQ,2343282,4.05,9.66666666666666,,24800.0,2.783
DOUALA QQ,2343462,4.05,9.66666666666666,,30000.0,3.898
DOUALA QQ,2343470,4.05,9.66666666666666,,24800.0,4.038
DOUALA QQ,2343490,4.05,9.66666666666666,,24800.0,4.478
DOUALA QQ,2343494,4.05,9.66666666666666,,24800.0,4.5225
DOUALA QQ,2343567,4.05,9.66666666666666,,24800.0,5.302
DOUALA QQ,2343592,4.05,9.66666666666666,,24800.0,5.748
DOUALA QQ,2343758,4.05,9.66666666666666,,24800.0,7.927
DOUALA QQ,2343802,4.05,9.66666666666666,,27000.0,8.182
DOUALA QQ,2343851,4.05,9.66666666666666,,24800.0,9.8075
DOUALA QQ,2343364,4.05,9.68333333333333,,30000.0,3.1575
DOUALA QQ,2343578,4.05,9.68333333333333,,37000.0,5.397
DOUALA QQ,2343847,4.05,9.68333333333333,,30000.0,9.408
DOUALA QQ,2343849,4.05,9.68333333333333,,30000.0,9.448
DOUALA QQ,2343540,4.06666666666666,9.68333333333333,,23000.0,5.065
DOUALA QQ,2343715,4.06666666666666,9.68333333333333,,24800.0,7.67
DOUALA QQ,2343185,4.01666666666666,9.7,,30000.0,14.55
DOUALA QQ,2343594,4.01666666666666,9.7,,30000.0,5.752
DOUALA QQ,2343701,4.01666666666666,9.7,,27000.0,7.524
DOUALA QQ,2343842,4.01666666666666,9.7,,20000.0,9.2325
DOUALA QQ,2343848,4.01666666666666,9.7,,30000.0,9.414
DOUALA QQ,2343072,4.01666666666666,9.71666666666666,,20000.0,10.074
DOUALA QQ,2343101,4.01666666666666,9.71666666666666,,20000.0,11.396
DOUALA QQ,2343112,4.01666666666666,9.71666666666666,,30000.0,11.568
DOUALA QQ,2343113,4.01666666666666,9.71666666666666,,30000.0,11.597
DOUALA QQ,2343119,4.01666666666666,9.71666666666666,,30000.0,11.677
DOUALA QQ,2343174,4.01666666666666,9.71666666666666,,24800.0,13.4045
