terrakey,intent,mod_type,fragment,assgn_id,adm_ref_id,plan_adm_ref_id,notice_typ,adm,ctry,network,stn_id,addr_code,op_agcy,d_adm_ntc,d_inuse,d_rcv,d_expiry,prov,region,transmitter.frq,freq_vcarr,freq_scarr,tv_chan,freq_stabl,oset_v_12,oset_v_khz,oset_s_12,oset_s_khz,offset_khz,stn_cls,tran_sys,color,emi_cls,bdwdth,transmitter.alt,eff_hgtmax,erp_dbw,transmitter.txw,erp_h_dbw,erp_h_kw,erp_v_dbw,erp_v_kw,erp_beam_tilt_dbw,beam_tilt_angle,antenna.pol,ant_dir,antenna.azi,pwr_ratio,site,long_deg,long_ew,long_min,long_sec,lat_deg,lat_ns,lat_min,lat_sec,transmitter.lon,transmitter.lat,long_rdn,lat_rdn,site_alt,eu_ref,eu,fdg_observ,d_recog,src_notice,d_updated,src_update,stage,amend_type,is_notice,is_public,is_resub,is_digital,is_pub_req,d_pub_req,target,plan_entry,assgn_code,are_rmk_conds_met,has_signed_commitment,sfn_id,assoc_allot_id,assoc_allot_sfn_id,spect_mask,rx_mode,ref_plan_cfg,freq_block,pwr_dens,pwr_dens_reference,freq_min,freq_max,antenna.ant
92409845,RECORDED,NOT MODIFY,GE84,121010348,ANIE,,T01,TGO,TGO,RADIO AZUR,RADIO AZUR,,,,,2021-02-15 00:00:00,,,1,105.7,,,,NORMAL,,,,,,BC,4,,F8EHF,200,25.0,31,20.0,100.0,,,20.0,0.1,,,v,ND,0.0,,ANIE,1,E,11,6.0,7,N,45,10.0,1.185,7.752777777777778,0.0206821516361324,0.1353114983976692,165.0,78.30439758300781,78.30439758300781,,2022-11-01 00:00:00,NOTIFIER,2022-10-29 11:38:20,,RECORDED,RECORDED,False,True,False,False,True,2022-08-01 00:00:00,,,,False,False,,,,,,,,,,105.6,105.8,1
92409839,RECORDED,NOT MODIFY,GE84,121010342,ASAHOUN,,T01,TGO,TGO,RADIO MARANATHA,RADIO MARANATHA,,,,,2022-01-31 00:00:00,,,1,89.3,,,,NORMAL,,,,,,BC,4,,F8EHF,200,20.0,68,20.0,100.0,20.0,0.1,,,,,h,ND,0.0,,ASSAHOUN,0,E,54,5.0,6,N,27,55.0,0.9013888888888888,6.465277777777778,0.0157322039520041,0.1128403842782426,119.0,86.34609985351562,86.35205841064453,,2022-09-06 00:00:00,NOTIFIER,2024-02-03 02:00:42,,RECORDED,RECORDED,False,True,False,False,True,2022-08-01 00:00:00,,,,False,False,,,,,,,,,,89.2,89.39999999999999,1
92409847,RECORDED,NOT MODIFY,GE84,121010350,ATAKPAME1,,T01,TGO,TGO,RADIO EXCELSIOR,RADIO EXCELSIOR,,,,,2021-02-15 00:00:00,,,1,90.5,,,,NORMAL,,,,,,BC,4,,F8EHF,200,25.0,164,20.0,100.0,,,20.0,0.1,,,v,ND,0.0,,ATAKPAME,1,E,7,31.0,7,N,31,59.0,1.1252777777777778,7.533055555555555,0.0196398022217469,0.1314766221800928,334.0,78.14388275146484,78.14388275146484,,2022-11-01 00:00:00,NOTIFIER,2022-10-29 02:35:45,,RECORDED,RECORDED,False,True,False,False,True,2022-08-01 00:00:00,,,,False,False,,,,,,,,,,90.4,90.6,1
92409917,RECORDED,NOT MODIFY,GE84,121010420,ATAKPAME,,T01,TGO,TGO,RADIO KARA,RADIO KARA,,,,,2022-01-31 00:00:00,,,1,91.1,,,,NORMAL,,,,,,BC,4,,F8EHF,200,20.0,193,20.0,100.0,20.0,0.1,,,,,h,ND,0.0,,ATAKPAME,1,E,7,15.0,7,N,31,46.0,1.1208333333333331,7.529444444444445,0.0195622320327694,0.1314135964015486,371.0,67.75169372558594,67.7660140991211,,2022-09-06 00:00:00,NOTIFIER,2022-10-29 02:56:09,,RECORDED,RECORDED,False,True,False,False,True,2022-08-01 00:00:00,,,,False,False,,,,,,,,,,91.0,91.2,1
92409913,RECORDED,NOT MODIFY,GE84,121010416,ATAKPAME3,,T01,TGO,TGO,RADIO LA PAIX,RADIO LA PAIX,,,,,2021-02-15 00:00:00,,,1,93.1,,,,NORMAL,,,,,,BC,4,,F8EHF,200,20.0,193,20.0,100.0,,,20.0,0.1,,,v,ND,0.0,,ATAKPAME,1,E,7,15.0,7,N,31,46.0,1.1208333333333331,7.529444444444445,0.0195622320327694,0.1314135964015486,371.0,77.73016357421875,77.73240661621094,,2022-11-01 00:00:00,NOTIFIER,2024-02-03 04:47:00,,RECORDED,RECORDED,False,True,False,False,True,2022-08-01 00:00:00,,,,False,False,,,,,,,,,,93.0,93.2,1
92409915,RECORDED,NOT MODIFY,GE84,121010418,ATAKPAME5,,T01,TGO,TGO,RADIO ZEPHYR,RADIO ZEPHYR,,,,,2021-02-15 00:00:00,,,1,94.9,,,,NORMAL,,,,,,BC,4,,F8EHF,200,20.0,193,20.0,100.0,,,20.0,0.1,,,v,ND,0.0,,ATAKPAME,1,E,7,15.0,7,N,31,46.0,1.1208333333333331,7.529444444444445,0.0195622320327694,0.1314135964015486,371.0,76.62322998046875,76.62322998046875,,2022-11-01 00:00:00,NOTIFIER,2022-10-29 04:55:43,,RECORDED,RECORDED,False,True,False,False,True,2022-08-01 00:00:00,,,,False,False,,,,,,,,,,94.8,95.0,1
92409916,RECORDED,NOT MODIFY,GE84,121010419,ATAKPAME4,,T01,TGO,TGO,RADIO LOME,RADIO LOME,,,,,2021-02-15 00:00:00,,,1,96.7,,,,NORMAL,,,,,,BC,4,,F8EHF,200,20.0,193,20.0,100.0,,,20.0,0.1,,,v,ND,0.0,,ATAKPAME,1,E,7,15.0,7,N,31,46.0,1.1208333333333331,7.529444444444445,0.0195622320327694,0.1314135964015486,371.0,67.73744201660156,67.73811340332031,,2022-11-01 00:00:00,NOTIFIER,2023-02-05 04:32:31,,RECORDED,RECORDED,False,True,False,False,True,2022-08-01 00:00:00,,,,False,False,,,,,,,,,,96.6,96.8,1
92409848,RECORDED,NOT MODIFY,GE84,121010351,ATAKPAME2,,T01,TGO,TGO,RADIO VIRGOS POTENS,RADIO VIRGOS POTENS,,,,,2021-02-15 00:00:00,,,1,97.7,,,,NORMAL,,,,,,BC,4,,F8EHF,200,25.0,167,20.0,100.0,,,20.0,0.1,,,v,ND,0.0,,ATAKPAME,1,E,8,2.0,7,N,31,16.0,1.133888888888889,7.521111111111111,0.0197900944628909,0.1312681522972157,330.0,80.06414794921875,80.06414794921875,,2022-11-01 00:00:00,NOTIFIER,2022-10-29 06:28:32,,RECORDED,RECORDED,False,True,False,False,True,2022-08-01 00:00:00,,,,False,False,,,,,,,,,,97.6,97.8,1
90800052,RECORDED,,GE06D,106501258,TGO_023,,DS1,TGO,TGO,90800052,,,,,,2006-06-07 00:00:00,,,1,183.648,,,,,,,,,,BC,,,X7EXF,1536,80.0,480,25.0,316.2277660168379,25.0,0.3162277660168379,,,,,h,D,0.0,,ATAKPAME,1,E,10,0.0,7,N,32,0.0,1.1666666666666667,7.533333333333333,0.0203621746066001,0.1314814703169039,400.0,,,,2006-06-08 00:00:00,ITU,2019-03-03 02:47:52,,RECORDED,RECORDED,False,True,False,True,False,,,1.0,S,False,False,,,,1,,RPC4,6B,,,182.88,184.416,0
92540785,RECORDED,NOT MODIFY,GE84,122010272,ATAKPAME FLEX,,T01,TGO,TGO,FLEX,FLEX,,,,,2022-01-31 00:00:00,,,1,104.9,,,,NORMAL,,,,,,BC,4,,F8EHF,200,20.0,193,20.0,100.0,,,20.0,0.1,,,v,ND,0.0,,ATAKPAME6,1,E,7,15.0,7,N,31,46.0,1.1208333333333331,7.529444444444445,0.0195622320327694,0.1314135964015486,371.0,82.21774291992188,82.27377319335938,,2022-09-06 00:00:00,NOTIFIER,2024-02-03 13:38:16,,RECORDED,RECORDED,False,True,False,False,True,2022-08-01 00:00:00,,,,False,False,,,,,,,,,,104.8,105.0,1
